,P_CODE,VDC_NAME,DISTRICT,REGION,Hazard (Intensity),Exposure,Housing,Poverty,Vulnerability,Severity,Severity Normalized,Severity category,lat,lon
195,C-BAG-24-008,Bhimkhori,Kavrepalanchok,Central,2.07,0.06,6.46,3.31,4.88,0.83,1.702,Medium-High,27.58333,85.66667
196,C-BAG-25-038,Sunakothi,Lalitpur,Central,1.2,0.1,8.4,0.82,4.61,0.83,1.7008,Medium-High,27.5482923,85.32293844156553
197,W-GAN-38-016,Deurali,Tanahu,Western,4.24,0.03,6.43,4.04,5.24,0.83,1.6993,Medium-High,27.97364295,84.2695509
198,C-BAG-24-050,Machchhegaun,Kavrepalanchok,Central,1.86,0.06,6.46,3.31,4.88,0.83,1.698,Medium-High,27.58333,85.66667
199,W-GAN-36-025,Ghairung,Gorkha,Western,2.37,0.04,6.44,5.21,5.83,0.83,1.6966,Medium-High,27.97746715,84.60481872992312
200,C-BAG-24-059,Methinkot,Kavrepalanchok,Central,2.39,0.05,6.46,3.31,4.88,0.83,1.6963,Medium-High,27.58333,85.66667
201,C-BAG-28-025,Jiling,Nuwakot,Central,1.49,0.06,5.91,5.85,5.88,0.83,1.6942,Medium-High,27.91447,85.16478
202,C-BAG-28-057,Taruka,Nuwakot,Central,1.77,0.05,5.91,5.85,5.88,0.82,1.6893,Medium-High,27.91447,85.16478
203,C-NAR-35-002,Bachhyauli,Chitawan,Central,1.25,0.11,5.38,2.53,3.96,0.82,1.685,Medium-High,27.7503287,85.3328491
204,C-BAG-28-031,KhadagBhanjyang,Nuwakot,Central,1.49,0.06,5.91,5.85,5.88,0.82,1.6839,Medium-High,27.91447,85.16478
205,C-BAG-26-010,Jhaukhel,Bhaktapur,Central,1.53,0.08,8.23,0.89,4.56,0.82,1.6838,Medium-High,27.704332,85.452118
206,C-BAG-26-014,Nankhel,Bhaktapur,Central,2.15,0.06,8.23,0.89,4.56,0.82,1.6833,Medium-High,27.704332,85.452118
207,W-GAN-36-007,Bakrang,Gorkha,Western,3.06,0.03,6.44,5.21,5.83,0.82,1.6829,Medium-High,27.97746715,84.60481872992312
208,C-BAG-28-059,Thansing,Nuwakot,Central,1.49,0.06,5.91,5.85,5.88,0.82,1.6807,Medium-High,27.91447,85.16478
209,C-BAG-24-012,Budhakhani,Kavrepalanchok,Central,2.76,0.04,6.46,3.31,4.88,0.82,1.6748,Medium-High,27.58333,85.66667
210,C-NAR-31-025,Khairang,Makwanpur,Central,3.6,0.03,4.99,3.64,4.32,0.81,1.6705,Medium-High,27.41667,85.25
211,C-JAN-19-056,Lalbandi,Sarlahi,Central,0.57,0.15,4.21,8.35,6.28,0.81,1.6699,Medium-High,27.0,85.58333
212,C-BAG-24-072,Rayalebhir,Kavrepalanchok,Central,2.5,0.04,6.46,3.31,4.88,0.81,1.6677,Medium-High,27.58333,85.66667
213,C-NAR-31-033,Nibuwatar,Makwanpur,Central,2.85,0.04,4.99,3.64,4.32,0.81,1.6677,Medium-High,27.41667,85.25
214,C-BAG-30-024,Khari,Dhading,Central,2.0,0.04,6.82,5.15,5.99,0.81,1.6667,Medium-High,28.0,84.91667
215,C-BAG-24-089,TukuchaNala,Kavrepalanchok,Central,2.18,0.05,6.46,3.31,4.88,0.81,1.6653,Medium-High,27.58333,85.66667
216,C-BAG-27-042,NaikapNayaBhanjyang,Kathmandu,Central,1.23,0.08,8.86,1.82,5.34,0.81,1.6637,Medium-High,27.69411375,85.28831834642071
217,C-NAR-31-005,Betini,Makwanpur,Central,3.59,0.03,4.99,3.64,4.32,0.81,1.6624,Medium-High,27.41667,85.25
218,W-GAN-36-020,Dhuwakot,Gorkha,Western,2.08,0.04,6.44,5.21,5.83,0.81,1.6598,Medium-High,27.97746715,84.60481872992312
219,C-BAG-27-044,Nayapati,Kathmandu,Central,1.33,0.07,8.86,1.82,5.34,0.81,1.6596,Medium-High,27.69411375,85.28831834642071
220,C-BAG-24-034,HokseBazar,Kavrepalanchok,Central,2.29,0.05,6.46,3.31,4.88,0.81,1.6588,Medium-High,27.58333,85.66667
221,C-JAN-19-043,Ishworpur,Sarlahi,Central,0.39,0.22,4.21,8.35,6.28,0.81,1.6566,Medium-High,27.0,85.58333
222,C-BAG-23-077,ThuloSirubari,Sindhupalchok,Central,1.28,0.06,6.85,6.57,6.71,0.81,1.6557,Medium-High,27.82936,85.54504
223,C-JAN-21-003,Bethan,Ramechhap,Central,1.67,0.05,7.16,6.06,6.61,0.81,1.6523,Medium-High,27.32175065,86.12617906663053
224,C-JAN-21-039,Pakarbas,Ramechhap,Central,1.21,0.07,7.16,6.06,6.61,0.81,1.6518,Medium-High,27.32175065,86.12617906663053
225,C-NAR-35-014,Gitanagar,Chitawan,Central,0.92,0.14,5.38,2.53,3.96,0.8,1.6489,Medium-High,27.7503287,85.3328491
226,C-BAG-24-084,SimalchourSyampati,Kavrepalanchok,Central,2.71,0.04,6.46,3.31,4.88,0.8,1.6472,Medium-High,27.58333,85.66667
227,C-BAG-28-027,Kakani,Nuwakot,Central,1.17,0.08,5.91,5.85,5.88,0.8,1.6434,Medium-High,27.91447,85.16478
228,C-BAG-30-010,Dhola,Dhading,Central,2.08,0.04,6.82,5.15,5.99,0.8,1.6426,Medium-High,28.0,84.91667
229,C-BAG-27-049,Satungal,Kathmandu,Central,0.9,0.11,8.86,1.82,5.34,0.8,1.6421,Medium-High,27.69411375,85.28831834642071
230,C-BAG-28-011,Charghare,Nuwakot,Central,1.57,0.06,5.91,5.85,5.88,0.8,1.6418,Medium-High,27.91447,85.16478
231,C-BAG-24-058,MathurapatiFulbari,Kavrepalanchok,Central,2.27,0.05,6.46,3.31,4.88,0.8,1.6341,Medium-High,27.58333,85.66667
232,C-NAR-31-043,Thingan,Makwanpur,Central,2.67,0.04,4.99,3.64,4.32,0.8,1.6322,Medium-High,27.41667,85.25
233,C-BAG-24-031,Ghartichhap,Kavrepalanchok,Central,3.83,0.03,6.46,3.31,4.88,0.79,1.6287,Medium-High,27.58333,85.66667
234,C-NAR-35-037,Siddi,Chitawan,Central,3.22,0.04,5.38,2.53,3.96,0.79,1.628,Medium-High,27.7503287,85.3328491
235,C-BAG-27-055,Talkududechour,Kathmandu,Central,3.19,0.03,8.86,1.82,5.34,0.79,1.627,Medium-High,27.69411375,85.28831834642071
236,W-GAN-36-062,Tanglichok,Gorkha,Western,2.48,0.03,6.44,5.21,5.83,0.79,1.6269,Medium-High,27.97746715,84.60481872992312
237,C-BAG-24-043,Khanalthok,Kavrepalanchok,Central,2.11,0.05,6.46,3.31,4.88,0.79,1.6251,Medium-High,27.58333,85.66667
238,C-JAN-18-045,Maisthan,Mahottari,Central,0.75,0.1,4.33,8.62,6.48,0.79,1.625,Medium-High,26.7061041,85.81594580337756
239,C-BAG-23-014,Choutara,Sindhupalchok,Central,1.21,0.06,6.85,6.57,6.71,0.79,1.6231,Medium-High,27.82936,85.54504
240,C-BAG-23-002,Badegau,Sindhupalchok,Central,1.33,0.05,6.85,6.57,6.71,0.79,1.617,Medium-High,27.82936,85.54504
241,W-LUM-48-041,Mukundapur,Nawalparasi,Western,0.8,0.13,5.61,3.51,4.56,0.79,1.6168,Medium-High,27.65376405,84.03113665485648
242,C-JAN-19-071,NarayanKhola,Sarlahi,Central,1.76,0.04,4.21,8.35,6.28,0.79,1.6164,Medium-High,27.0,85.58333
243,C-BAG-23-042,Lisankhu,Sindhupalchok,Central,1.88,0.04,6.85,6.57,6.71,0.79,1.6158,Medium-High,27.82936,85.54504
244,C-BAG-27-039,Matatirtha,Kathmandu,Central,1.49,0.06,8.86,1.82,5.34,0.79,1.6154,Medium-High,27.69411375,85.28831834642071
245,W-GAN-36-061,Tandrang,Gorkha,Western,1.93,0.04,6.44,5.21,5.83,0.79,1.6137,Medium-High,27.97746715,84.60481872992312
246,W-GAN-36-043,Masel,Gorkha,Western,2.12,0.04,6.44,5.21,5.83,0.79,1.6116,Medium-High,27.97746715,84.60481872992312
247,W-GAN-36-003,AaruChanuate,Gorkha,Western,1.87,0.04,6.44,5.21,5.83,0.79,1.6107,Medium-High,27.97746715,84.60481872992312
248,C-BAG-24-060,Milche,Kavrepalanchok,Central,3.58,0.03,6.46,3.31,4.88,0.78,1.6079,Medium-High,27.58333,85.66667
249,C-JAN-19-049,Kalinjor,Sarlahi,Central,1.39,0.06,4.21,8.35,6.28,0.78,1.6078,Medium-High,27.0,85.58333
250,C-BAG-28-033,KholegaunKhanigau,Nuwakot,Central,1.5,0.05,5.91,5.85,5.88,0.78,1.6072,Medium-High,27.91447,85.16478
251,C-BAG-24-073,Saldhara,Kavrepalanchok,Central,3.63,0.03,6.46,3.31,4.88,0.78,1.6067,Medium-High,27.58333,85.66667
252,C-BAG-30-012,Dhuwakot,Dhading,Central,1.64,0.05,6.82,5.15,5.99,0.78,1.6063,Medium-High,28.0,84.91667
253,C-BAG-25-010,Chhampi,Lalitpur,Central,2.13,0.05,8.4,0.82,4.61,0.78,1.6053,Medium-High,27.5482923,85.32293844156553
254,C-JAN-21-022,GunsiBhadaure,Ramechhap,Central,1.51,0.05,7.16,6.06,6.61,0.78,1.6053,Medium-High,27.32175065,86.12617906663053
255,C-JAN-20-050,Tamajor,Sindhuli,Central,3.39,0.02,5.19,6.55,5.87,0.78,1.6038,Medium-High,27.25,86.0
256,C-BAG-28-048,Samari,Nuwakot,Central,1.49,0.05,5.91,5.85,5.88,0.78,1.6003,Medium-High,27.91447,85.16478
257,C-BAG-25-002,Badikhel,Lalitpur,Central,2.81,0.04,8.4,0.82,4.61,0.78,1.5998,Medium-High,27.5482923,85.32293844156553
258,C-BAG-24-013,ChalalGaneshsthan,Kavrepalanchok,Central,2.38,0.04,6.46,3.31,4.88,0.78,1.5988,Medium-High,27.58333,85.66667
259,C-BAG-28-013,Chaughada,Nuwakot,Central,1.43,0.06,5.91,5.85,5.88,0.78,1.5979,Medium-High,27.91447,85.16478
260,C-BAG-24-067,Patalekhet,Kavrepalanchok,Central,2.35,0.04,6.46,3.31,4.88,0.78,1.5963,Medium-High,27.58333,85.66667
261,C-BAG-26-006,Chitapol,Bhaktapur,Central,1.79,0.06,8.23,0.89,4.56,0.78,1.5963,Medium-High,27.704332,85.452118
262,C-NAR-31-041,SisneriMahadevsthan,Makwanpur,Central,3.27,0.03,4.99,3.64,4.32,0.78,1.5939,Medium-High,27.41667,85.25
263,C-BAG-25-037,Sidhdipur,Lalitpur,Central,1.61,0.06,8.4,0.82,4.61,0.78,1.593,Medium-High,27.5482923,85.32293844156553
264,C-JAN-19-027,Dhungrekhola,Sarlahi,Central,0.54,0.14,4.21,8.35,6.28,0.78,1.5928,Medium-High,27.0,85.58333
265,C-BAG-23-017,Fatakshila,Sindhupalchok,Central,1.58,0.04,6.85,6.57,6.71,0.78,1.5898,Medium-High,27.82936,85.54504
266,W-GAN-36-004,Aarupokhari,Gorkha,Western,1.7,0.05,6.44,5.21,5.83,0.77,1.5881,Medium-High,27.97746715,84.60481872992312
267,C-BAG-28-022,Gerkhu,Nuwakot,Central,1.2,0.07,5.91,5.85,5.88,0.77,1.5866,Medium-High,27.91447,85.16478
268,C-BAG-30-040,Salyankot,Dhading,Central,1.53,0.05,6.82,5.15,5.99,0.77,1.5857,Medium-High,28.0,84.91667
269,C-JAN-21-044,Rakathum,Ramechhap,Central,1.98,0.04,7.16,6.06,6.61,0.77,1.5838,Medium-High,27.32175065,86.12617906663053
270,C-BAG-24-037,Kalati Bhumidanda,Kavrepalanchok,Central,2.53,0.04,6.46,3.31,4.88,0.77,1.5835,Medium-High,27.58333,85.66667
271,C-NAR-31-036,Raigaun,Makwanpur,Central,1.0,0.11,4.99,3.64,4.32,0.77,1.5829,Medium-High,27.41667,85.25
272,C-BAG-24-083,SikharAmbote,Kavrepalanchok,Central,2.47,0.04,6.46,3.31,4.88,0.77,1.5827,Medium-High,27.58333,85.66667
273,C-BAG-24-036,JyamdiMandan,Kavrepalanchok,Central,1.88,0.05,6.46,3.31,4.88,0.77,1.5809,Medium-High,27.58333,85.66667
274,C-BAG-30-001,Aginchok,Dhading,Central,2.07,0.04,6.82,5.15,5.99,0.77,1.578,Medium-High,28.0,84.91667
275,C-BAG-24-038,KanpurKalapani,Kavrepalanchok,Central,2.07,0.04,6.46,3.31,4.88,0.77,1.5764,Medium-High,27.58333,85.66667
276,W-GAN-36-053,Saurpani,Gorkha,Western,1.27,0.06,6.44,5.21,5.83,0.77,1.5744,Medium-High,27.97746715,84.60481872992312
277,C-BAG-27-054,Suntol,Kathmandu,Central,1.71,0.05,8.86,1.82,5.34,0.77,1.574,Medium-High,27.69411375,85.28831834642071
278,W-GAN-36-063,Taple,Gorkha,Western,1.68,0.05,6.44,5.21,5.83,0.77,1.5736,Medium-High,27.97746715,84.60481872992312
279,W-GAN-36-002,AaruArbang,Gorkha,Western,1.67,0.05,6.44,5.21,5.83,0.77,1.5695,Medium-High,27.97746715,84.60481872992312
280,C-BAG-27-046,Ramkot,Kathmandu,Central,0.93,0.09,8.86,1.82,5.34,0.76,1.5664,Medium-High,27.69411375,85.28831834642071
281,C-NAR-31-027,Kulekhani,Makwanpur,Central,3.39,0.03,4.99,3.64,4.32,0.76,1.5659,Medium-High,27.41667,85.25
282,C-BAG-24-071,RaviOpi,Kavrepalanchok,Central,2.06,0.04,6.46,3.31,4.88,0.76,1.5648,Medium-High,27.58333,85.66667
283,C-BAG-28-045,Ratmate,Nuwakot,Central,1.94,0.04,5.91,5.85,5.88,0.76,1.5629,Medium-High,27.91447,85.16478
284,C-JAN-21-028,Khaniyapani,Ramechhap,Central,1.61,0.04,7.16,6.06,6.61,0.76,1.5625,Medium-High,27.32175065,86.12617906663053
285,C-BAG-24-030,GairiBisouna Deupur,Kavrepalanchok,Central,1.6,0.06,6.46,3.31,4.88,0.76,1.5496,Medium-High,27.58333,85.66667
286,C-NAR-33-068,Nijgadh,Bara,Central,0.35,0.2,4.93,7.2,6.06,0.76,1.5494,Medium-High,27.107328000000003,85.06933909807242
287,C-BAG-25-034,Pyutar,Lalitpur,Central,4.43,0.02,8.4,0.82,4.61,0.76,1.5487,Medium-High,27.5482923,85.32293844156553
288,C-BAG-27-019,Gagalphedi,Kathmandu,Central,1.42,0.06,8.86,1.82,5.34,0.76,1.5486,Medium-High,27.69411375,85.28831834642071
289,C-JAN-21-006,Bhirpani,Ramechhap,Central,1.95,0.03,7.16,6.06,6.61,0.75,1.5477,Medium-High,27.32175065,86.12617906663053
290,C-NAR-35-015,Gunjanagar,Chitawan,Central,0.7,0.15,5.38,2.53,3.96,0.75,1.5465,Medium-High,27.7503287,85.3328491
291,C-BAG-28-014,Chauthe,Nuwakot,Central,2.01,0.04,5.91,5.85,5.88,0.75,1.5451,Medium-High,27.91447,85.16478
292,W-GAN-36-023,Gaikhur,Gorkha,Western,1.43,0.05,6.44,5.21,5.83,0.75,1.544,Medium-High,27.97746715,84.60481872992312
293,W-GAN-36-017,Darbhung,Gorkha,Western,2.1,0.03,6.44,5.21,5.83,0.75,1.5405,Medium-High,27.97746715,84.60481872992312
294,C-BAG-24-081,SarasyunKhark,Kavrepalanchok,Central,1.58,0.05,6.46,3.31,4.88,0.75,1.5353,Medium-High,27.58333,85.66667
295,C-NAR-31-030,Manthali,Makwanpur,Central,3.39,0.03,4.99,3.64,4.32,0.75,1.5288,Medium-High,27.41667,85.25
296,W-GAN-36-019,Dhawa,Gorkha,Western,1.94,0.04,6.44,5.21,5.83,0.75,1.5287,Medium-High,27.97746715,84.60481872992312
297,W-GAN-36-046,Nareshwor,Gorkha,Western,1.88,0.04,6.44,5.21,5.83,0.75,1.5286,Medium-High,27.97746715,84.60481872992312
298,C-BAG-24-054,MahankalChaur,Kavrepalanchok,Central,2.38,0.04,6.46,3.31,4.88,0.75,1.5284,Medium-High,27.58333,85.66667
299,C-BAG-23-046,Mankha,Sindhupalchok,Central,0.77,0.08,6.85,6.57,6.71,0.74,1.5274,Medium-High,27.82936,85.54504
300,C-BAG-27-059,TokhaSarswoti,Kathmandu,Central,1.46,0.05,8.86,1.82,5.34,0.74,1.5244,Medium-High,27.69411375,85.28831834642071
301,C-BAG-24-057,Mangaltar,Kavrepalanchok,Central,2.19,0.04,6.46,3.31,4.88,0.74,1.524,Medium-High,27.58333,85.66667
302,C-NAR-35-034,Saradanagar,Chitawan,Central,0.88,0.12,5.38,2.53,3.96,0.74,1.5236,Medium-High,27.7503287,85.3328491
303,C-BAG-26-004,Changunarayan,Bhaktapur,Central,1.4,0.06,8.23,0.89,4.56,0.74,1.5201,Medium-High,27.704332,85.452118
304,C-BAG-24-029,Foksingtar,Kavrepalanchok,Central,3.48,0.02,6.46,3.31,4.88,0.74,1.5197,Medium-High,27.58333,85.66667
305,W-GAN-36-005,Asrang,Gorkha,Western,2.0,0.03,6.44,5.21,5.83,0.74,1.5191,Medium-High,27.97746715,84.60481872992312
306,C-JAN-21-027,Khadadevi,Ramechhap,Central,1.53,0.04,7.16,6.06,6.61,0.74,1.519,Medium-High,27.32175065,86.12617906663053
307,W-GAN-36-059,Takukot,Gorkha,Western,1.76,0.04,6.44,5.21,5.83,0.74,1.5189,Medium-High,27.97746715,84.60481872992312
308,C-NAR-35-023,Kumroj,Chitawan,Central,1.24,0.08,5.38,2.53,3.96,0.74,1.5175,Medium-High,27.7503287,85.3328491
309,W-GAN-38-013,Chhimkeshwari,Tanahu,Western,3.98,0.02,6.43,4.04,5.24,0.74,1.5153,Medium-High,27.97364295,84.2695509
310,C-BAG-23-003,Bansbari,Sindhupalchok,Central,1.16,0.05,6.85,6.57,6.71,0.74,1.5141,Medium-High,27.82936,85.54504
311,C-JAN-20-047,Sitalpati,Sindhuli,Central,1.65,0.04,5.19,6.55,5.87,0.74,1.5138,Medium-High,27.25,86.0
312,C-BAG-23-009,Bhimtar,Sindhupalchok,Central,1.28,0.05,6.85,6.57,6.71,0.74,1.5106,Medium-High,27.82936,85.54504
313,C-BAG-25-017,Gimdi,Lalitpur,Central,3.67,0.02,8.4,0.82,4.61,0.74,1.5097,Medium-High,27.5482923,85.32293844156553
314,C-BAG-27-034,Lapsephedi,Kathmandu,Central,1.29,0.06,8.86,1.82,5.34,0.73,1.5071,Medium-High,27.69411375,85.28831834642071
315,C-BAG-24-004,BaluwapatiDeupur,Kavrepalanchok,Central,1.31,0.06,6.46,3.31,4.88,0.73,1.5056,Medium-High,27.58333,85.66667
316,C-NAR-31-002,Ambhanjyang,Makwanpur,Central,1.28,0.07,4.99,3.64,4.32,0.73,1.5008,Medium-High,27.41667,85.25
317,C-JAN-21-012,Dadhuwa,Ramechhap,Central,1.22,0.05,7.16,6.06,6.61,0.73,1.5006,Medium-High,27.32175065,86.12617906663053
318,C-BAG-26-016,Sirutar,Bhaktapur,Central,1.74,0.05,8.23,0.89,4.56,0.73,1.4988,Medium-High,27.704332,85.452118
319,C-BAG-27-013,Chunikhel,Kathmandu,Central,1.6,0.05,8.86,1.82,5.34,0.73,1.4971,Medium-High,27.69411375,85.28831834642071
320,C-BAG-25-007,Bungamati,Lalitpur,Central,1.37,0.06,8.4,0.82,4.61,0.73,1.495,Medium-High,27.5482923,85.32293844156553
321,C-JAN-19-073,Netraganj,Sarlahi,Central,0.58,0.1,4.21,8.35,6.28,0.73,1.4879,Medium-High,27.0,85.58333
322,C-BAG-28-055,Suryamati,Nuwakot,Central,1.71,0.04,5.91,5.85,5.88,0.72,1.4819,Medium-High,27.91447,85.16478
323,W-GAN-36-021,Finam,Gorkha,Western,2.03,0.03,6.44,5.21,5.83,0.72,1.4798,Medium-High,27.97746715,84.60481872992312
324,C-NAR-35-028,Padampur,Chitawan,Central,0.62,0.15,5.38,2.53,3.96,0.72,1.4797,Medium-High,27.7503287,85.3328491
325,W-GAN-38-018,Dharampani,Tanahu,Western,2.22,0.03,6.43,4.04,5.24,0.72,1.4786,Medium-High,27.97364295,84.2695509
326,C-BAG-28-061,Tupche,Nuwakot,Central,1.17,0.05,5.91,5.85,5.88,0.72,1.4778,Medium-High,27.91447,85.16478
327,C-BAG-27-051,Sheshnarayan,Kathmandu,Central,1.76,0.04,8.86,1.82,5.34,0.72,1.4735,Medium-High,27.69411375,85.28831834642071
328,C-NAR-31-022,IpaPanchakanya,Makwanpur,Central,3.34,0.03,4.99,3.64,4.32,0.72,1.4718,Medium-High,27.41667,85.25
329,W-GAN-36-045,Namjung,Gorkha,Western,2.01,0.03,6.44,5.21,5.83,0.72,1.4694,Medium-High,27.97746715,84.60481872992312
330,C-BAG-27-048,Satikhel,Kathmandu,Central,1.58,0.04,8.86,1.82,5.34,0.72,1.4684,Medium-High,27.69411375,85.28831834642071
331,C-BAG-23-034,Jyamire,Sindhupalchok,Central,0.96,0.06,6.85,6.57,6.71,0.72,1.4682,Medium-High,27.82936,85.54504
332,C-NAR-31-019,Hatiya,Makwanpur,Central,0.63,0.13,4.99,3.64,4.32,0.71,1.466,Medium-High,27.41667,85.25
333,C-BAG-27-004,Balambu,Kathmandu,Central,0.91,0.08,8.86,1.82,5.34,0.71,1.4639,Medium-High,27.69411375,85.28831834642071
334,C-BAG-23-048,Melamchi,Sindhupalchok,Central,1.01,0.05,6.85,6.57,6.71,0.71,1.4635,Medium-High,27.82936,85.54504
335,C-BAG-24-002,Baldthali,Kavrepalanchok,Central,2.69,0.03,6.46,3.31,4.88,0.71,1.4632,Medium-High,27.58333,85.66667
336,C-BAG-30-036,Phulkhark,Dhading,Central,1.43,0.04,6.82,5.15,5.99,0.71,1.461,Medium-High,28.0,84.91667
337,C-BAG-26-013,Nagarkot,Bhaktapur,Central,1.68,0.05,8.23,0.89,4.56,0.71,1.4578,Medium-High,27.704332,85.452118
338,C-JAN-19-028,Dhurkauli,Sarlahi,Central,0.58,0.1,4.21,8.35,6.28,0.71,1.4535,Medium-High,27.0,85.58333
339,C-BAG-23-010,Bhotasipa,Sindhupalchok,Central,1.12,0.05,6.85,6.57,6.71,0.71,1.453,Medium-High,27.82936,85.54504
340,C-BAG-25-013,Devichour,Lalitpur,Central,2.6,0.03,8.4,0.82,4.61,0.71,1.4514,Medium-High,27.5482923,85.32293844156553
341,C-JAN-19-018,Bhaktipur,Sarlahi,Central,0.37,0.15,4.21,8.35,6.28,0.71,1.4483,Medium-High,27.0,85.58333
342,C-BAG-25-004,Bhattedanda,Lalitpur,Central,3.62,0.02,8.4,0.82,4.61,0.71,1.4476,Medium-High,27.5482923,85.32293844156553
343,C-BAG-23-063,SipalKavre,Sindhupalchok,Central,1.34,0.04,6.85,6.57,6.71,0.71,1.4468,Medium-High,27.82936,85.54504
344,C-BAG-24-075,Salmechakala,Kavrepalanchok,Central,4.03,0.02,6.46,3.31,4.88,0.7,1.4417,Medium-High,27.58333,85.66667
345,C-BAG-23-016,Dubachour,Sindhupalchok,Central,0.88,0.06,6.85,6.57,6.71,0.7,1.441,Medium-High,27.82936,85.54504
346,C-BAG-23-012,BhoteNamlang,Sindhupalchok,Central,1.06,0.05,6.85,6.57,6.71,0.7,1.4401,Medium-High,27.82936,85.54504
347,C-BAG-30-006,Budhathum,Dhading,Central,1.51,0.04,6.82,5.15,5.99,0.7,1.4398,Medium-High,28.0,84.91667
348,C-BAG-25-036,Sankhu,Lalitpur,Central,3.2,0.02,8.4,0.82,4.61,0.7,1.4379,Medium-High,27.5482923,85.32293844156553
349,C-NAR-31-034,PadamPokhari,Makwanpur,Central,0.46,0.18,4.99,3.64,4.32,0.7,1.4378,Medium-High,27.41667,85.25
350,C-BAG-24-079,SaradaBatase,Kavrepalanchok,Central,2.9,0.02,6.46,3.31,4.88,0.7,1.4373,Medium-High,27.58333,85.66667
351,W-GAN-36-001,Aanppipal,Gorkha,Western,1.42,0.04,6.44,5.21,5.83,0.7,1.4346,Medium-High,27.97746715,84.60481872992312
352,C-BAG-28-041,Narjamandap,Nuwakot,Central,1.06,0.05,5.91,5.85,5.88,0.7,1.4345,Medium-High,27.91447,85.16478
353,C-BAG-28-029,Kalyanpur,Nuwakot,Central,0.99,0.06,5.91,5.85,5.88,0.7,1.4337,Medium-High,27.91447,85.16478
354,C-BAG-25-024,Jharuwarasi,Lalitpur,Central,1.66,0.04,8.4,0.82,4.61,0.7,1.4258,Medium-High,27.5482923,85.32293844156553
355,C-BAG-25-003,Bhardev,Lalitpur,Central,3.2,0.02,8.4,0.82,4.61,0.69,1.4233,Medium-High,27.5482923,85.32293844156553
356,C-JAN-19-050,Karmaiya,Sarlahi,Central,0.57,0.09,4.21,8.35,6.28,0.69,1.4201,Medium-High,27.0,85.58333
357,C-BAG-27-005,Baluwa,Kathmandu,Central,1.1,0.06,8.86,1.82,5.34,0.69,1.418,Medium-High,27.69411375,85.28831834642071
358,C-BAG-26-009,Gundu,Bhaktapur,Central,1.24,0.06,8.23,0.89,4.56,0.69,1.4178,Medium-High,27.704332,85.452118
359,C-BAG-28-001,BagesworiChokade,Nuwakot,Central,1.1,0.05,5.91,5.85,5.88,0.69,1.4177,Medium-High,27.91447,85.16478
360,C-NAR-35-030,Patihani,Chitawan,Central,0.7,0.12,5.38,2.53,3.96,0.69,1.4154,Medium-High,27.7503287,85.3328491
361,C-BAG-27-058,TokhaChandeswori,Kathmandu,Central,1.51,0.04,8.86,1.82,5.34,0.69,1.4133,Medium-High,27.69411375,85.28831834642071
362,C-JAN-18-027,Gauribas,Mahottari,Central,0.78,0.06,4.33,8.62,6.48,0.69,1.4131,Medium-High,26.7061041,85.81594580337756
363,C-BAG-24-064,NayagaunDeupur,Kavrepalanchok,Central,1.47,0.05,6.46,3.31,4.88,0.69,1.4111,Medium-High,27.58333,85.66667
364,C-BAG-27-017,Dharmasthali,Kathmandu,Central,0.91,0.07,8.86,1.82,5.34,0.69,1.4105,Medium-High,27.69411375,85.28831834642071
365,W-GAN-36-049,Pandrung,Gorkha,Western,2.16,0.03,6.44,5.21,5.83,0.69,1.4101,Medium-High,27.97746715,84.60481872992312
366,C-BAG-27-018,Futung,Kathmandu,Central,1.24,0.05,8.86,1.82,5.34,0.69,1.4096,Medium-High,27.69411375,85.28831834642071
367,C-BAG-23-074,Thokarpa,Sindhupalchok,Central,1.08,0.04,6.85,6.57,6.71,0.69,1.4092,Medium-High,27.82936,85.54504
368,C-BAG-27-041,Naglebhare,Kathmandu,Central,1.31,0.05,8.86,1.82,5.34,0.69,1.4079,Medium-High,27.69411375,85.28831834642071
369,C-BAG-24-017,ChyasingKharka,Kavrepalanchok,Central,2.31,0.03,6.46,3.31,4.88,0.69,1.4073,Medium-High,27.58333,85.66667
370,C-BAG-30-015,Gumdi,Dhading,Central,1.09,0.05,6.82,5.15,5.99,0.69,1.4069,Medium-High,28.0,84.91667
371,C-JAN-22-014,Dandakharka,Dolakha,Central,1.13,0.04,7.53,5.86,6.7,0.69,1.406,Medium-High,27.83333,86.25
372,C-JAN-19-035,Gourishankar,Sarlahi,Central,0.35,0.14,4.21,8.35,6.28,0.69,1.4054,Medium-High,27.0,85.58333
373,C-NAR-33-052,KalaiyaN.P.,Bara,Central,0.12,0.44,4.93,7.2,6.06,0.68,1.4043,Medium-High,27.107328000000003,85.06933909807242
374,C-BAG-23-040,Kunchok,Sindhupalchok,Central,1.18,0.04,6.85,6.57,6.71,0.68,1.4041,Medium-High,27.82936,85.54504
375,C-JAN-19-038,Haripur,Sarlahi,Central,0.44,0.12,4.21,8.35,6.28,0.68,1.4036,Medium-High,27.0,85.58333
376,C-NAR-31-018,Handikhola,Makwanpur,Central,0.39,0.19,4.99,3.64,4.32,0.68,1.4035,Medium-High,27.41667,85.25
377,C-BAG-25-033,Nallu,Lalitpur,Central,3.12,0.02,8.4,0.82,4.61,0.68,1.4033,Medium-High,27.5482923,85.32293844156553
